commentId,videoId,videoTitle,channelId,channelTitle,author,authorChannelId,text,publishedAt,updatedAt,likeCount,replyCount,parentId,isReply,text_translated,deepl_detected_source_lang
UgzQZjFna7ZzxdZ-I814AaABAg,_pO7BRNdJdc,,,,@DizzyHamler,UCyO2Y3BwfEF6mU2QL_uLtqQ,这是满清，不是中国,2025-09-25T09:55:24Z,2025-09-25T09:55:24Z,0,0,,False,"C'est de la Mandchourie, pas de la Chine.",ZH
Ugy0c0NRh54XUPbaPi94AaABAg,_pO7BRNdJdc,,,,@alonsocote,UCwM8eoWDVPQMQTryPMTF4Ig,"highest glory to the CCP my Brother, greetings from Zhantiagou Xhile, China.",2025-09-25T07:49:36Z,2025-09-25T07:49:36Z,0,0,,False,"gloire suprême au PCC mon frère, salutations de Zhantiagou Xhile, Chine.",EN
UgwMSwVjtK0pWz5cbSp4AaABAg,_pO7BRNdJdc,,,,@floppa_silly_vids,UCNty2tKSAYF7YjWCx738EsA,John Pork,2025-09-25T07:05:31Z,2025-09-25T07:05:31Z,0,0,,False,John Pork,NL
UgxGyo26FeAm57g4grt4AaABAg,_pO7BRNdJdc,,,,@thecopecorner9648,UCPCN0ZCOBkH-wt0KrK1VpGw,goat,2025-09-25T07:02:38Z,2025-09-25T07:02:38Z,0,0,,False,chèvre,EN
UgyBRXTUYvm7NFxIiPd4AaABAg,_pO7BRNdJdc,,,,@TheLibraryofLetourneau,UC_O58Rr2DOskJvs9bArpLkQ,"you alright sometimes youtube algorithm, i just didnt expect it to be chinese",2025-09-25T06:08:52Z,2025-09-25T06:08:52Z,0,0,,False,"je ne m'attendais pas à ce qu'il soit chinois, c'est juste qu'il y a parfois des algorithmes de youtube",EN
UgwxDhayVGNQz6bPBDp4AaABAg,_pO7BRNdJdc,,,,@user-AndrewHuang,UCJfE_8EY1LG2gs00e30sCyA,您彈得非常的好呢!相信您的廈門朋友也會很喜歡的!,2025-09-25T05:59:54Z,2025-09-25T05:59:54Z,0,0,,False,Vous l'avez très bien joué ! Je suis sûr que vos amis de Xiamen l'aimeront aussi !,ZH
Ugz5oEqZEIP9lxrqNPR4AaABAg,_pO7BRNdJdc,,,,@meowmeow7354,UCL5xyXiZ3lm0PXtNyWJFcPw,"<a href=""UCkszU2WH9gy1mb0dV-11UJg/E8MfY5u7JPSXkNAP95GAmAE""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/E8MfY5u7JPSXkNAP95GAmAE""></a>",2025-09-25T04:36:23Z,2025-09-25T04:36:23Z,0,0,,False,"<a href=""UCkszU2WH9gy1mb0dV-11UJg/E8MfY5u7JPSXkNAP95GAmAE""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/E8MfY5u7JPSXkNAP95GAmAE""></a>",SK
UgxmwVdgpQWfh1wdUKh4AaABAg,_pO7BRNdJdc,,,,@matiasnasho,UC5802tjaRtst27CnOaDDS1w,"temazo, saludos desde Tal&#39;KA, vietnam 🤧🤧🤧",2025-09-25T03:23:35Z,2025-09-25T03:23:35Z,0,0,,False,"belle chanson, salutations de Tal&#39;KA, vietnam 🤧🤧🤧🤧",ES
UgzAYUnsK-OTSAea4NN4AaABAg,_pO7BRNdJdc,,,,@KyneGG,UCk8I_2CvirET2o0EydIMmNg,Now this was peak<br>叔叔你太酷了!,2025-09-25T02:46:38Z,2025-09-25T02:46:45Z,0,0,,False,C'était le summum<br>叔叔你太酷了 !,EN
Ugyz33hOHdRnwz9EpIB4AaABAg,_pO7BRNdJdc,,,,@thedoublebjj8253,UC3EXt-tgmSbU0m-OYH6v8Rg,where did you acquire such a beautifully crafted instrument,2025-09-25T01:55:52Z,2025-09-25T01:55:52Z,1,1,,False,où avez-vous acquis un instrument d'une telle beauté ?,EN
UgxKs26d7ywbWIwzyAl4AaABAg,_pO7BRNdJdc,,,,@ronaldjohnson5695,UC2G4gegbXr53uCt4CgOjCPg,"To be fair, it&#39;s both beautiful and original. Well played mate.",2025-09-25T01:16:14Z,2025-09-25T01:16:14Z,0,1,,False,"Pour être juste, il est à la fois beau et original. Bien joué mon pote.",EN
UgwiZbW_0Bc4FxTZrp14AaABAg,_pO7BRNdJdc,,,,@tenzinmatson5274,UCdovMlS3gVLtRBvz9EumNYg,Wait a second hold on brother did you write this? I can’t find a song remotely sounding like this on Spotify and just noticed your Chanel’s name 😂,2025-09-25T00:40:43Z,2025-09-25T00:40:43Z,0,1,,False,"Attendez une seconde, mon frère, c'est vous qui avez écrit ça ? Je n'arrive pas à trouver une chanson qui ressemble de près ou de loin à ça sur Spotify et je viens de remarquer le nom de ton Chanel 😂",EN
Ugyj7-tfAB3nAN4FK-d4AaABAg,_pO7BRNdJdc,,,,@nigthh666,UCzSuP9aw4CtTC9ZlsFkNcNg,wow beatiful talent are u  the father of mj,2025-09-25T00:02:32Z,2025-09-25T00:02:32Z,0,0,,False,wow beau talent es-tu le père de mj ?,EN
Ugyz2dwHpOscFiHf12J4AaABAg,_pO7BRNdJdc,,,,@slabbadanks5829,UCjLX9SuvdsS9sbtq3MQhHcw,shredding it bruv.,2025-09-24T23:41:01Z,2025-09-24T23:41:01Z,0,0,,False,"le déchiquetage, c'est ça, mon pote.",EN
UgxXO_-gNsmB5C7X9HB4AaABAg,_pO7BRNdJdc,,,,@andreaspe5762,UCUTyPtIs-H761S3-oueP2HQ,Youtube is finally doing what it&#39;s supposed to do,2025-09-24T22:34:27Z,2025-09-24T22:34:27Z,0,0,,False,Youtube fait enfin ce qu&#39;il est censé faire,EN
UgwK0EPuftfI23vfCmF4AaABAg,_pO7BRNdJdc,,,,@piotrroguski9420,UC6lX4W4aSDczg6TrA7Byakw,banger shout out China,2025-09-24T22:27:17Z,2025-09-24T22:27:17Z,0,0,,False,banger shout out China,EN
Ugwm0cwEfQiL_eP6Kxl4AaABAg,_pO7BRNdJdc,,,,@toffeeve,UC0JRgn2m5Hwra2p9rLmP08g,thats fire grandpa,2025-09-24T22:26:14Z,2025-09-24T22:26:14Z,0,0,,False,c'est du feu grand-père,EN
UgwJ1koEZzzrHdWX5iR4AaABAg,_pO7BRNdJdc,,,,@2006SubaruLegacy,UC75-2kjs1j7IUiPGwGY9vfw,god bless the peoples republic of china,2025-09-24T22:11:20Z,2025-09-24T22:11:20Z,0,0,,False,que dieu bénisse la republique populaire de chine,EN
UgxSibrxolnik1E6PZN4AaABAg,_pO7BRNdJdc,,,,@puesnoloseee,UCz9gA5XYacBfWkxgqMT6cog,I LOVE U,2025-09-24T21:45:16Z,2025-09-24T21:45:16Z,0,0,,False,J'AIME,SL
UgywfuDUG_VPZPlD0XV4AaABAg,_pO7BRNdJdc,,,,@zane2go,UCRfIoRIoaXJy9PvgvyuFsbA,I was enchanted by this! thank you!,2025-09-24T21:21:42Z,2025-09-24T21:21:42Z,1,0,,False,J'ai été enchantée par ce texte ! Merci !,EN
Ugxxu5vByZ6xHT2CLlt4AaABAg,_pO7BRNdJdc,,,,@marcusmarcusmarcus,UCY1dQAr2IYrFQQIhKCcJLUw,very beautiful john,2025-09-24T20:55:56Z,2025-09-24T20:55:56Z,0,0,,False,très beau john,EN
UgzmGGOewzLY8qWxsrp4AaABAg,_pO7BRNdJdc,,,,@alicelfpc5735,UCVLBCw2ItycPq_wFlWjHjZw,Yes Youtube I AM interested into this kind of video. Love the ethusiasm and this instrument is beautiful !,2025-09-24T20:42:46Z,2025-09-24T20:42:46Z,0,1,,False,Oui Youtube je suis intéressé par ce genre de vidéo. J'aime l'enthousiasme et cet instrument est magnifique !,EN
Ugw_bYVtFLuc7NmDcw54AaABAg,_pO7BRNdJdc,,,,@Mel-mp3ws,UC0zXAiSK_X2ACx9j-8Of3hQ,i love seeing people embrace other cultures ❤❤,2025-09-24T20:39:36Z,2025-09-24T20:39:36Z,0,2,,False,j'aime voir les gens embrasser d'autres cultures ❤❤❤,EN
UgwR1_3hTAdTZUbp6RR4AaABAg,_pO7BRNdJdc,,,,@danielbadi261,UChRwvA1HHPYiihRqeQFJKtw,Thanks to you i love china,2025-09-24T20:22:39Z,2025-09-24T20:22:39Z,0,1,,False,"Grâce à vous, j'aime la Chine",EN
UgyvnBV0KKo4-xTIFx14AaABAg,_pO7BRNdJdc,,,,@mar0514,UCO1EDr5hP-xPLh419QZBJLQ,su canal es increible señor. saludos desde san luis capital argentina,2025-09-24T20:02:23Z,2025-09-24T20:02:23Z,0,1,,False,"votre chaîne est incroyable monsieur. salutations de san luis, capitale de l'argentine",ES
Ugwnt8N1OLW47f3z1_B4AaABAg,_pO7BRNdJdc,,,,@Just-a-Scottish-person,UCFwKCiKo-09hv-lfbqGm9tQ,我很喜欢他的音乐！ so rare to find such talent on YouTube these days,2025-09-24T19:42:00Z,2025-09-24T19:42:00Z,0,1,,False,我很喜欢他的音乐！ il est si rare de trouver un tel talent sur YouTube de nos jours,EN
Ugzd45L300JUsgkAN_94AaABAg,_pO7BRNdJdc,,,,@tequila-fz3sy,UCPieMM6m1XCC156cmiCBI3Q,"Wow, just saw my hometown’s name on YouTube’s homepage. So cool! Thanks for the music, it totally captures the Xiamen vibe lol.",2025-09-24T19:16:40Z,2025-09-24T19:16:40Z,0,0,,False,"Je viens de voir le nom de ma ville natale sur la page d'accueil de YouTube. C'est génial ! Merci pour la musique, elle reflète parfaitement l'ambiance de Xiamen lol.",EN
UgwmXnDS0ke3l9ll5el4AaABAg,_pO7BRNdJdc,,,,@beatrice7072,UC4fnI0F3FKFKKZYDOsUjNOQ,Lovely instrument and music! Thanks for sharing❤️,2025-09-24T19:08:08Z,2025-09-24T19:08:08Z,0,1,,False,Bel instrument et belle musique ! Merci pour sharing❤️,EN
UgxBddJUfdti64jlDCN4AaABAg,_pO7BRNdJdc,,,,@sunzanh,UCNYGyMRVQBWL8gpKcWWYHRA,This is amazing! Keep it up. Love to hear your talent.,2025-09-24T18:50:24Z,2025-09-24T18:50:24Z,0,0,,False,C'est incroyable ! Continuez comme ça. J'aime entendre votre talent.,EN
Ugyadnyk1kvhlBvEVSZ4AaABAg,_pO7BRNdJdc,,,,@yoghurtmoo9342,UCy0_kviHbdn9_wfgTVAR0yg,I’ve never felt so connected to a random person.,2025-09-24T18:49:32Z,2025-09-24T18:49:32Z,0,0,,False,Je ne me suis jamais sentie aussi proche d'une personne au hasard.,EN
UgwycKUTfNgdy72U63J4AaABAg,_pO7BRNdJdc,,,,@christiankim5097,UCBGgOAcnr0UKnbEIVEQehAw,Keep Going Brother! I am loving it :),2025-09-24T17:28:30Z,2025-09-24T17:28:30Z,0,1,,False,Continue mon frère ! Je l'adore :),EN
UgyYgs7fWzEbZFwxKx54AaABAg,_pO7BRNdJdc,,,,@shelbythisisaresidentialar5397,UCfjfFoLmnREVYqLfK2ZVd_Q,非常漂亮 John Peck学生！！！,2025-09-24T16:58:50Z,2025-09-24T16:58:50Z,0,0,,False,Très beaux élèves de John Peck !!!,ZH
UgxoF2s9DIM_JJQymCZ4AaABAg,_pO7BRNdJdc,,,,@fishy977,UCezSceq74HWcAtoQvG8aqMA,First time seeing the pipa played in this manner! It sounds really nice though.,2025-09-24T16:57:43Z,2025-09-24T16:57:43Z,0,0,,False,C'est la première fois que je vois la pipa jouée de cette manière ! Mais le son est vraiment agréable.,EN
UgyIDS8_WBWiZW0XyR14AaABAg,_pO7BRNdJdc,,,,@ChrisRockJr1,UCqF7nOUJHXiK1nV6Ga2ezww,+10000000000 social credits.,2025-09-24T16:39:18Z,2025-09-24T16:39:18Z,0,0,,False,+10000000000 crédits sociaux.,EN
UgxsV_u9P3dcUprvly94AaABAg,_pO7BRNdJdc,,,,@WAFBLOEF,UC66EL8jvVaUk4KPciOy5Lbw,"Thanks John Peck, as a chinese this is great",2025-09-24T16:38:35Z,2025-09-24T16:38:35Z,0,1,,False,"Merci John Peck, en tant que Chinois, c'est formidable",EN
UgxDUDtdD1lhZJ4oGbt4AaABAg,_pO7BRNdJdc,,,,@prettypo,UCRNUd4B-OYScBdjQz1WtIFA,真好听！🎉,2025-09-24T16:33:08Z,2025-09-24T16:33:08Z,0,0,,False,C'est tellement agréable à entendre ! 🎉,ZH
Ugw_NHSa4pNKEh06qg14AaABAg,_pO7BRNdJdc,,,,@JeffreyDahmer-i9p,UCGukKi1aCM51C85OgSf8iIA,this is insanely good,2025-09-24T15:54:09Z,2025-09-24T15:54:09Z,0,0,,False,c'est incroyablement bon,EN
UgyxKdmtCskX3cu3OfJ4AaABAg,_pO7BRNdJdc,,,,@bleku__732,UCrcPUXVuYbtVT1LXlED0qlQ,lovely song,2025-09-24T15:24:50Z,2025-09-24T15:24:50Z,0,0,,False,belle chanson,EN
UgyLEakHCubv_Y5GQz14AaABAg,_pO7BRNdJdc,,,,@Sospechoso,UCGxONCwb80PMQxrCg0bLO0w,que interesante instrumento,2025-09-24T15:08:32Z,2025-09-24T15:08:32Z,0,0,,False,quel instrument intéressant,ES
UgwJU2a-0mKjZ5dhxIl4AaABAg,_pO7BRNdJdc,,,,@yuhakja,UCviB-tR8_DgPppCr-15iDYQ,nice job,2025-09-24T14:51:54Z,2025-09-24T14:51:54Z,0,0,,False,bon travail,EN
UgzJcrK__g1ZJPW2PQJ4AaABAg,_pO7BRNdJdc,,,,@cloudysky8268,UCXS4kV7y2PcG9yRJFo__NUg,Very nice!,2025-09-24T14:34:27Z,2025-09-24T14:34:27Z,0,0,,False,C'est très bien !,PL
UgyFvXAz8Ub_q4MhnnF4AaABAg,_pO7BRNdJdc,,,,@gunaalangunaalan9520,UCh6kkHi2xiMazMZoNaAsF4w,nice,2025-09-24T14:02:03Z,2025-09-24T14:02:03Z,0,0,,False,agréable,CS
UgzKD7lQDdwI5-v-WjZ4AaABAg,_pO7BRNdJdc,,,,@hxhuang9306,UCoO7QpjBXfZqxLUqM4em9Ug,大爷会的拨弦乐器太多了,2025-09-24T13:58:57Z,2025-09-24T13:58:57Z,0,0,,False,Il connaît trop d'instruments à pizzicato.,ZH
UgwadCEDYg1EJqvMCQ14AaABAg,_pO7BRNdJdc,,,,@deleted-something,UC_LYdQ4p2CVb4vkeOfATXMg,9 years paid off ❤,2025-09-24T13:58:33Z,2025-09-24T13:58:33Z,0,1,,False,9 ans ont porté leurs fruits ❤,EN
Ugy88KD9GzwS-FATTJ14AaABAg,_pO7BRNdJdc,,,,@willow5782,UCNifcqwyu-N0dhyduPQN8qQ,this is really good actually wow,2025-09-24T13:43:46Z,2025-09-24T13:43:46Z,0,1,,False,"c'est vraiment bien, en fait, wow",EN
UgwcXbMTBaPSrFGxJfh4AaABAg,_pO7BRNdJdc,,,,@fedor14,UCy_xBV8vflBpUmKr3Be7DIg,"good stuff, keep doing your best mate!",2025-09-24T13:13:09Z,2025-09-24T13:13:09Z,0,0,,False,"bon travail, continuez à faire de votre mieux, mon ami !",EN
UgwxHKeTPC4QbE2kZ8h4AaABAg,_pO7BRNdJdc,,,,@charlesf4778,UC85ZoERXeZlFQtP0JhaNCqw,"Finally, some good content on youtube.",2025-09-24T13:07:35Z,2025-09-24T13:07:35Z,0,0,,False,Enfin du bon contenu sur youtube.,EN
Ugw9xKowd5Pzg7kqw594AaABAg,_pO7BRNdJdc,,,,@zainlian,UCBYrqPoDhlQGx4XgMbv8HSw,chinese：？？？？？,2025-09-24T12:39:59Z,2025-09-24T12:39:59Z,0,0,,False,chinois : ？？？？？,ZH
Ugxx9luMiHfXiV8jKE54AaABAg,_pO7BRNdJdc,,,,@blaf55,UCBeYpbMNMdOK1OpijtU_KJA,"Thank you, this made me happy",2025-09-24T12:38:50Z,2025-09-24T12:38:50Z,0,0,,False,"Merci, cela m'a fait plaisir",EN
UgzsYqALdFE7MwzV4WZ4AaABAg,_pO7BRNdJdc,,,,@puddingtvinc,UCD8CMGJ89HU8OC1UprLMzfg,nihao,2025-09-24T12:25:57Z,2025-09-24T12:25:57Z,0,0,,False,nihao,CS
Ugx-YrF5709i0ZUV4vF4AaABAg,_pO7BRNdJdc,,,,@MiwoMizuki,UCVnBP9vwZ-KhRKP4cpQIiuw,this litty. W banger Jon Peck!!! TY FOR THE VIDEO!!!,2025-09-24T12:25:17Z,2025-09-24T12:25:40Z,2,1,,False,"ce litty. Le meilleur des deux mondes, Jon Peck !!! MERCI POUR LA VIDÉO !!!",EN
Ugy9U_zobHb2PesCeYl4AaABAg,_pO7BRNdJdc,,,,@jukki10,UCZCtqTg-h8Vs_C3tOackssQ,Youtube really wanted me to see this,2025-09-24T11:56:35Z,2025-09-24T11:56:35Z,0,0,,False,Youtube voulait vraiment que je voie ça,EN
UgxeOEDT1Z3UTVghQt94AaABAg,_pO7BRNdJdc,,,,@EmodChannelClassics,UCpsZUSX1V1UX4eXjl45wieA,bing chilling certified 10/10,2025-09-24T11:45:13Z,2025-09-24T11:45:13Z,0,0,,False,bing chilling certifié 10/10,EN
Ugy9kwxsDrvzx4wX9yd4AaABAg,_pO7BRNdJdc,,,,@kudasai2277,UC4h-rKGQNo0SVKuSHA1fkyA,i thought he gonna sing a song about secret tunnel,2025-09-24T11:17:26Z,2025-09-24T11:17:26Z,0,0,,False,je pensais qu'il allait chanter une chanson sur le tunnel secret,EN
Ugw-UNymvhJt300gZnJ4AaABAg,_pO7BRNdJdc,,,,@vladlock,UCGwJkaSnKZFpR7mPcYJ15gA,We&#39;re gonna bust out Fujian onto Guangzhou with this one bois<br> (from the increasing social credit score allowing me to travel),2025-09-24T10:50:03Z,2025-09-24T10:50:03Z,0,0,,False,Nous allons faire exploser le Fujian sur Guangzhou avec ce bois<br> (de l'augmentation du score de crédit social qui me permet de voyager),EN
Ugwg3Ls15udRBxnzdh54AaABAg,_pO7BRNdJdc,,,,@shinobu5421,UC2MTR8l63duLzeJYoWAd3OA,非常好音乐，爱来自中国,2025-09-24T10:35:58Z,2025-09-24T10:35:58Z,0,0,,False,"Très bonne musique, amour de la Chine",ZH
UgwIPryhrYWyXMKZxRN4AaABAg,_pO7BRNdJdc,,,,@bhmcl4131,UCzSgLEOlY0rIR7cz2tI1CBg,"Popped in for your outfit, stayed for the tune, went and admired your channel. Thanks for them all!",2025-09-24T10:29:47Z,2025-09-24T10:29:47Z,1,0,,False,"Je suis passé pour votre tenue, je suis resté pour la musique, j'ai admiré votre chaîne. Merci pour tout !",EN
UgyARBZuxeyIEbkp2ed4AaABAg,_pO7BRNdJdc,,,,@GlockLock,UCHP-9lX60v4ZkmpDjSQQiCg,Epic stuff! Country Chinese?!,2025-09-24T10:20:56Z,2025-09-24T10:20:56Z,0,0,,False,Des trucs épiques ! Pays chinois ?!,EN
Ugxp2GsI-2KD_tzAxAF4AaABAg,_pO7BRNdJdc,,,,@yoteonthetoobs,UC3ULzKTbx3JIH259KaxgWmw,"Bless you brother, this made me smile",2025-09-24T09:12:23Z,2025-09-24T09:12:23Z,0,1,,False,"Soyez béni mon frère, cela m'a fait sourire",EN
UgwOVpyKuggsNMBWOfx4AaABAg,_pO7BRNdJdc,,,,@deniscurnow2063,UCXWFXYiLYBq_8Q1rCHSziwQ,This is the sort of thing that separates humans from AI,2025-09-24T08:42:53Z,2025-09-24T08:42:53Z,0,0,,False,C'est ce genre de choses qui distingue les humains de l'IA,EN
UgylF8sQrcGtyZilBzF4AaABAg,_pO7BRNdJdc,,,,@featherless5151,UChNFIE9vTbpGHOTSVZu3zag,弹的很好听,2025-09-24T07:45:23Z,2025-09-24T07:45:23Z,0,0,,False,C'est magnifique.,ZH
UgyWF8iofwlxhXuJ00x4AaABAg,_pO7BRNdJdc,,,,@METAsMETAs,UCofUm4noitlLxYM_RhB58cg,good shi john,2025-09-24T05:45:00Z,2025-09-24T05:45:00Z,0,0,,False,bon shi john,EN
Ugx6WDo8bLsz1oyEpZh4AaABAg,_pO7BRNdJdc,,,,@isickwack,UCB-wuW8CtEtFwX55xlf8f8A,you remind me of john peck,2025-09-24T05:32:59Z,2025-09-24T05:32:59Z,0,0,,False,vous me rappelez John Peck,EN
UgxRZvgLf2Vj1p0B3ep4AaABAg,_pO7BRNdJdc,,,,@BenPeevor,UCU-AMRVBA5DD7HUKEmX110A,thankyou for your beautiful music sir i could listen to this every time i sleep,2025-09-24T05:18:35Z,2025-09-24T05:18:35Z,0,0,,False,"merci pour votre belle musique, monsieur, je pourrais l'écouter chaque fois que je dors",EN
UgzPiqIWIE9to20tJQ14AaABAg,_pO7BRNdJdc,,,,@lluviarodriguez3929,UCCgtI0sojkAlsT6QktSpX7Q,Muchas gracias por esto,2025-09-24T05:07:12Z,2025-09-24T05:07:12Z,0,0,,False,Merci beaucoup pour cela,ES
Ugya27Sl187oQ6H32IJ4AaABAg,_pO7BRNdJdc,,,,@habitual-truant,UCotkb94BBZJQoAOl-pnJLHQ,brought tears to my eyes man,2025-09-24T04:45:08Z,2025-09-24T04:45:08Z,0,0,,False,j'en ai eu les larmes aux yeux,EN
UgzzkttpC0HPZku2Kdh4AaABAg,_pO7BRNdJdc,,,,@民主安那其共产,UCIJYc4BIfAdUOZgyBgp58IA,非常好视频，使我的社会积分增加,2025-09-24T04:43:06Z,2025-09-24T04:43:06Z,0,0,,False,"Très bonne vidéo, qui m'a permis d'augmenter mes points sociaux !",ZH
UgwwB0lTISYhqEvEhJJ4AaABAg,_pO7BRNdJdc,,,,@samgrubbs2538,UC00hlgADE5fPneLuvLQzDwA,This video saved my life,2025-09-24T04:35:41Z,2025-09-24T04:35:41Z,0,0,,False,Cette vidéo m'a sauvé la vie,EN
UgwvmFGUGYaEhKQAW2p4AaABAg,_pO7BRNdJdc,,,,@Cabinet445,UCca2StYCPrA1GKuEzbIqONg,Immaculate drip unc 🧊🧊,2025-09-24T04:13:37Z,2025-09-24T04:13:37Z,0,0,,False,Immaculate drip unc 🧊🧊🧊🧊,EN
UgzpiTINzwYREHDe8wd4AaABAg,_pO7BRNdJdc,,,,@starnyxii,UChwjHSCo9i4gWvjKbe1pb6A,can you do more of these ty sir,2025-09-24T03:55:17Z,2025-09-24T03:55:17Z,0,0,,False,pouvez-vous en faire d'autres ?,EN
UgyB20sLxgGpcShj1gJ4AaABAg,_pO7BRNdJdc,,,,@AuroraVulcan,UCGmB2fiVbZ9NSf5dWk_Heog,this is a red blooded american,2025-09-24T03:48:39Z,2025-09-24T03:48:39Z,0,0,,False,il s'agit d'un Américain au sang rouge,EN
UgwHnG-YX8VnY35gZ4d4AaABAg,_pO7BRNdJdc,,,,@storiesfortheworms,UCGJFLXfEULcYLxxSkCm6lwQ,I LIKE IT THANKS UNC,2025-09-24T03:42:37Z,2025-09-24T03:42:56Z,0,0,,False,"J'AIME BIEN, MERCI UNC",EN
UgwGAlDOhCbSkv6W_Vh4AaABAg,_pO7BRNdJdc,,,,@ducksmash8737,UCOReXy0e_ctzlzCNkE4ABUw,Alternate universe version of Mitch Mcconnell who discovered communism goes immensely hard,2025-09-24T03:40:56Z,2025-09-24T03:40:56Z,0,0,,False,La version de l'univers alternatif de Mitch Mcconnell qui a découvert le communisme devient immensément dure,EN
UgwTtl3dvlzuIk4gG1d4AaABAg,_pO7BRNdJdc,,,,@yUsernaae,UC7OBLneYYCXemHfSLg8lq3g,"很好！Very good playing and people are seeing it, almost 100k views now!",2025-09-24T03:00:55Z,2025-09-24T03:00:55Z,1,0,,False,"很好！Très bon jeu et les gens le voient, presque 100k vues maintenant !",EN
UgxZ74ZSGPmiE69XWaN4AaABAg,_pO7BRNdJdc,,,,@poem-saxophoneTV,UCCKWb_yI-zMMrmosKNVswgg,"If you believe in Jesus, you and your family will be saved. Thank you for sharing this wonderful video.",2025-09-24T02:39:28Z,2025-09-24T02:39:28Z,0,0,,False,"Si vous croyez en Jésus, vous et votre famille serez sauvés. Merci d'avoir partagé cette merveilleuse vidéo.",EN
UgyKdahr_GlV8YR45Ix4AaABAg,_pO7BRNdJdc,,,,@laisdias973,UCCyhHt3H4BKhQBqUNpucIVQ,very beautiful,2025-09-24T02:24:38Z,2025-09-24T02:24:38Z,0,1,,False,très belle,EN
Ugwdy6lC65jx33WSyBp4AaABAg,_pO7BRNdJdc,,,,@benhanna3596,UC6ACZpNdleYROfQR8Vahcww,Great stuff,2025-09-24T02:24:19Z,2025-09-24T02:24:19Z,0,0,,False,Excellente chose,EN
UgyayOJbmz7ne1qmVI54AaABAg,_pO7BRNdJdc,,,,@DY142,UC1BAEtScita8E1GNph-CgRw,TFW chao ling takes power,2025-09-24T02:20:00Z,2025-09-24T02:20:00Z,0,0,,False,TFW chao ling prend le pouvoir,EN
